school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,midtermexam,finalexam,finalgrade
MS,M,19,Rural,>3,Together,1. SD,1. SD,other,other,distance,other,3. 30 mins - 1 hour,1. <2 hours,1,no,yes,no,no,yes,yes,yes,no,4. good,4. high,4. high,3. normal,3. normal,5. very good,4,8,8,8
MS,M,17,Rural,>3,Together,4. S1,3. SMA,services,other,distance,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,yes,no,yes,yes,yes,4. good,5. very high,5. very high,1. very low,3. normal,2. bad,4,13,11,11
MS,F,18,Urban,>3,Together,3. SMA,3. SMA,services,services,course,father,1. <15 min,2. 2 - 5 hours,0,no,yes,no,no,yes,yes,no,yes,5. very good,3. normal,4. high,1. very low,1. very low,5. very good,0,10,9,9
MS,F,17,Rural,>3,Together,4. S1,4. S1,teacher,services,other,father,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4. good,3. normal,3. normal,1. very low,2. low,5. very good,4,12,13,13
MS,F,17,Urban,<=3,Apart,3. SMA,2. SMP,services,other,reputation,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,no,no,no,yes,yes,no,yes,1. very bad,2. low,3. normal,1. very low,2. low,5. very good,2,12,12,11
MS,M,18,Urban,<=3,Together,1. SD,1. SD,other,services,distance,father,2. 15 - 30 mins,1. <2 hours,0,no,no,no,no,no,yes,yes,yes,3. normal,3. normal,2. low,1. very low,2. low,3. normal,4,10,10,10
MS,F,18,Urban,<=3,Together,1. SD,1. SD,at_home,services,course,father,2. 15 - 30 mins,3. 5 - 10 hours,0,no,no,no,no,yes,yes,yes,no,5. very good,3. normal,2. low,1. very low,1. very low,4. good,0,18,16,16
MS,F,18,Rural,<=3,Apart,1. SD,4. S1,at_home,other,course,mother,3. 30 mins - 1 hour,2. 2 - 5 hours,0,no,no,no,no,yes,yes,no,yes,4. good,3. normal,4. high,1. very low,4. high,5. very good,0,13,13,13
MS,M,18,Rural,<=3,Together,1. SD,1. SD,at_home,other,other,mother,2. 15 - 30 mins,2. 2 - 5 hours,1,no,no,no,yes,no,no,no,no,4. good,4. high,3. normal,2. low,3. normal,5. very good,2,13,12,12
MS,F,18,Urban,>3,Together,3. SMA,3. SMA,services,services,other,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4. good,3. normal,2. low,1. very low,3. normal,3. normal,0,11,11,10
MS,F,17,Urban,<=3,Together,4. S1,4. S1,at_home,at_home,course,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,2. bad,3. normal,4. high,1. very low,1. very low,1. very bad,0,16,15,15
MS,F,17,Rural,>3,Together,1. SD,2. SMP,other,services,course,father,2. 15 - 30 mins,2. 2 - 5 hours,0,no,no,no,no,no,yes,no,no,3. normal,2. low,2. low,1. very low,2. low,3. normal,0,12,11,12
MS,M,18,Rural,>3,Together,1. SD,3. SMA,at_home,other,course,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,no,no,3. normal,3. normal,4. high,2. low,4. high,3. normal,4,10,10,10
MS,M,18,Urban,<=3,Together,4. S1,4. S1,teacher,services,other,mother,2. 15 - 30 mins,3. 5 - 10 hours,0,no,no,yes,no,yes,yes,yes,yes,4. good,2. low,2. low,2. low,2. low,5. very good,0,13,13,13
MS,F,17,Rural,>3,Together,1. SD,1. SD,other,services,reputation,mother,3. 30 mins - 1 hour,1. <2 hours,1,no,yes,yes,no,yes,yes,yes,yes,5. very good,2. low,1. very low,1. very low,2. low,1. very bad,0,7,6,0
MS,F,18,Urban,>3,Together,2. SMP,3. SMA,at_home,services,course,father,2. 15 - 30 mins,1. <2 hours,0,no,yes,yes,no,yes,yes,yes,yes,5. very good,2. low,3. normal,1. very low,2. low,4. good,0,11,10,10
MS,F,18,Rural,>3,Together,4. S1,4. S1,other,teacher,other,father,3. 30 mins - 1 hour,2. 2 - 5 hours,0,no,yes,yes,no,no,yes,yes,yes,3. normal,2. low,2. low,4. high,2. low,5. very good,10,14,12,11
MS,F,19,Urban,<=3,Together,3. SMA,2. SMP,services,services,distance,other,2. 15 - 30 mins,2. 2 - 5 hours,2,no,no,no,yes,yes,yes,no,yes,3. normal,2. low,2. low,1. very low,1. very low,3. normal,4,7,7,9
MS,M,18,Rural,<=3,Together,1. SD,2. SMP,at_home,services,other,father,3. 30 mins - 1 hour,1. <2 hours,0,no,yes,yes,yes,yes,no,yes,yes,4. good,3. normal,3. normal,2. low,3. normal,3. normal,3,14,12,12
MS,F,17,Urban,>3,Together,2. SMP,2. SMP,other,at_home,distance,mother,1. <15 min,3. 5 - 10 hours,0,no,no,no,yes,yes,yes,no,yes,3. normal,4. high,3. normal,1. very low,1. very low,3. normal,8,13,11,11
MS,F,17,Rural,>3,Together,1. SD,2. SMP,other,other,course,mother,1. <15 min,1. <2 hours,0,no,no,no,yes,yes,yes,yes,no,3. normal,5. very high,5. very high,1. very low,3. normal,1. very bad,14,6,5,5
MS,F,18,Rural,<=3,Together,4. S1,4. S1,other,other,reputation,mother,2. 15 - 30 mins,3. 5 - 10 hours,0,no,no,no,no,yes,yes,yes,no,5. very good,4. high,4. high,1. very low,1. very low,1. very bad,0,19,18,19
MS,F,18,Rural,>3,Together,1. SD,1. SD,other,other,distance,mother,4. >1 hour,3. 5 - 10 hours,0,no,no,no,no,yes,yes,yes,no,4. good,3. normal,2. low,1. very low,2. low,4. good,2,8,8,10
MS,F,20,Urban,>3,Together,4. S1,2. SMP,health,other,course,other,2. 15 - 30 mins,3. 5 - 10 hours,2,no,yes,yes,no,no,yes,yes,yes,5. very good,4. high,3. normal,1. very low,1. very low,3. normal,4,15,14,15
MS,F,18,Rural,<=3,Together,4. S1,4. S1,teacher,services,course,mother,1. <15 min,2. 2 - 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5. very good,4. high,3. normal,3. normal,4. high,2. bad,4,8,9,10
MS,F,18,Urban,>3,Together,3. SMA,3. SMA,other,other,distance,mother,1. <15 min,2. 2 - 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4. good,1. very low,3. normal,1. very low,2. low,1. very bad,0,15,15,15
MS,F,17,Rural,>3,Together,3. SMA,1. SD,at_home,other,reputation,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,yes,no,yes,yes,no,4. good,5. very high,4. high,2. low,3. normal,1. very bad,17,10,10,10
MS,M,18,Urban,>3,Together,4. S1,4. S1,teacher,teacher,distance,father,1. <15 min,2. 2 - 5 hours,0,no,no,yes,yes,no,yes,yes,no,3. normal,2. low,4. high,1. very low,4. high,2. bad,4,15,14,14
MS,M,18,Rural,>3,Together,2. SMP,1. SD,other,other,other,mother,2. 15 - 30 mins,1. <2 hours,0,no,no,no,yes,no,yes,yes,yes,4. good,4. high,3. normal,1. very low,3. normal,5. very good,5,7,6,7
MS,M,17,Urban,>3,Together,2. SMP,3. SMA,other,services,distance,father,2. 15 - 30 mins,2. 2 - 5 hours,0,no,no,no,yes,yes,yes,yes,no,4. good,4. high,3. normal,1. very low,1. very low,3. normal,2,11,11,10
MS,M,19,Rural,>3,Together,1. SD,1. SD,other,services,other,mother,2. 15 - 30 mins,1. <2 hours,1,no,no,no,no,yes,yes,no,no,4. good,3. normal,2. low,1. very low,3. normal,5. very good,0,6,5,0
MS,M,18,Rural,>3,Together,4. S1,2. SMP,other,other,distance,father,2. 15 - 30 mins,1. <2 hours,1,no,no,yes,no,yes,yes,no,no,5. very good,4. high,3. normal,4. high,3. normal,3. normal,14,6,5,5
MS,F,18,Rural,>3,Together,2. SMP,2. SMP,at_home,other,other,mother,2. 15 - 30 mins,3. 5 - 10 hours,0,no,no,yes,no,yes,yes,no,no,5. very good,3. normal,3. normal,1. very low,3. normal,4. good,2,10,9,10
MS,F,18,Rural,>3,Together,4. S1,4. S1,teacher,at_home,reputation,mother,3. 30 mins - 1 hour,1. <2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4. good,4. high,3. normal,2. low,2. low,5. very good,7,6,5,6
MS,F,19,Rural,>3,Together,2. SMP,3. SMA,services,other,course,mother,1. <15 min,3. 5 - 10 hours,1,no,no,no,yes,no,yes,yes,no,5. very good,4. high,2. low,1. very low,2. low,5. very good,0,7,5,0
MS,F,18,Urban,<=3,Together,3. SMA,1. SD,teacher,services,course,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4. good,3. normal,4. high,1. very low,1. very low,1. very bad,0,7,9,8
MS,F,18,Urban,>3,Together,1. SD,1. SD,other,other,course,mother,2. 15 - 30 mins,2. 2 - 5 hours,1,no,no,no,yes,yes,yes,no,no,1. very bad,1. very low,1. very low,1. very low,1. very low,5. very good,0,6,5,0
MS,M,20,Urban,<=3,Apart,2. SMP,2. SMP,services,services,course,other,1. <15 min,2. 2 - 5 hours,2,no,yes,yes,no,yes,yes,no,no,5. very good,5. very high,4. high,4. high,5. very high,4. good,11,9,9,9
MS,M,17,Urban,<=3,Together,3. SMA,1. SD,services,services,course,mother,2. 15 - 30 mins,1. <2 hours,0,no,no,no,no,no,yes,yes,no,2. bad,4. high,5. very high,3. normal,4. high,2. bad,3,14,16,16
MS,M,21,Rural,>3,Together,1. SD,1. SD,other,other,course,other,1. <15 min,1. <2 hours,3,no,no,no,no,no,yes,no,no,5. very good,5. very high,3. normal,3. normal,3. normal,3. normal,3,10,8,7
MS,M,18,Rural,<=3,Together,3. SMA,2. SMP,services,other,course,mother,3. 30 mins - 1 hour,1. <2 hours,0,no,no,no,no,no,yes,yes,no,4. good,4. high,1. very low,3. normal,4. high,5. very good,0,11,12,10
MS,M,19,Urban,<=3,Together,1. SD,1. SD,other,at_home,course,father,1. <15 min,1. <2 hours,0,no,no,no,no,yes,yes,yes,no,3. normal,2. low,3. normal,3. normal,3. normal,5. very good,5,8,9,9
